song,artist1,artist2,song_netease,artist_netease,mood_netease,spotify-id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_origin_1,artist_origin_2,artist_type_1,artist_type_2,artist_era_1,genre_1,genre_2,genre_3,mood_1,mood_2,tempo_1,tempo_2,tempo_3
近在千里,周柏豪,Pakho Chau,近在千里,卫兰/周柏豪,怀旧/感动,6y6ZUumpHd93AwG6i5S8cj,0.577,0.529,2,-6.624,1,0.0277,0.706,0,0.115,0.358,118.373,281707,4,b'Asia',b'China',b'Mixed',b'Mixed Duo',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium Slow',b'50s'
经过一些秋与冬,Dear Jane,Dear Jane,经过一些秋与冬,Dear Jane,伤感/怀旧/治愈,4pw59ml6lY3WnP90tfyDGP,0.458,0.755,2,-5.335,0,0.0344,0.00404,0,0.326,0.352,143.909,243594,4,b'Asia',b'China',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'70s'
多少年,王灏儿,JW,,,,0Mv3NvuV3n35ix4g6sKihQ,0.484,0.435,6,-6.523,1,0.0291,0.587,0,0.111,0.29,138.292,213401,4,b'Asia',b'Taiwan',b'Mixed',b'Mixed Group',,,,,,,,,
七岁,菊梓乔,HANA,七岁,菊梓乔,治愈,4bCP4Q6KR0pFccySmto6QM,0.526,0.609,7,-7.527,1,0.0405,0.288,0,0.294,0.169,120.909,234053,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
四不像,泳儿,Vincy,,,,0TNi00eqe4toYmo2jpcvMQ,0.617,0.29,1,-11.811,1,0.0355,0.881,0,0.123,0.359,110.92,276757,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
当我想起你,余春娇/张志明,,当我想起你,林二汶,安静/放松,1S4ykPzZZL6Yr8XdrCWAND,0.716,0.349,9,-7.866,1,0.0369,0.851,0,0.11,0.242,125.912,269000,4,b'Asia',b'China',b'Mixed',b'Mixed Duo',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
还要去过生活,方皓玟,,,,,07SBWeMhBR3I8HJOTf43Db,0.402,0.367,8,-9.437,1,0.0378,0.797,0,0.201,0.393,123.187,241147,4,b'Asia',b'China',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
风筝,Supper Moment,,,,,5tXGkM9WZX2uL6MYFPV2tU,0.511,0.633,8,-5.638,1,0.0283,0.389,0,0.12,0.324,132.002,248413,4,b'Asia',b'China',b'Male',b'Male Group',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
自由飞翔,王灏儿,JW,,,,32rhQNzF7kjNJAQHNyotH6,0.46,0.536,8,-5.767,1,0.033,0.238,1.55e-06,0.155,0.351,160.157,259845,3,b'Asia',b'China',b'Mixed',b'Mixed Duo',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium Fast',b'90s'
太想讨好你,何雁诗,Stephanie,太想讨好你,何雁诗,放松,7kdHSUyTjfBixy4km3MmlD,0.619,0.36,9,-10.46,1,0.0334,0.578,0,0.0867,0.214,130.071,225427,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
一刻恋上,C AllStar,,,,,1Kr5toThWn4dLQ7RRIcuNC,0.612,0.688,0,-5.658,0,0.0309,0.0903,0.000604,0.104,0.716,120.017,281533,4,b'Asia',b'China',b'Male',b'Male Group',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'60s'
无条件,陈奕迅,Eason Chan,无条件,陈奕迅,伤感/感动,,,,,,,,,,,,,,,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
维多利亚,王灏儿,JW,,,,10GUqTtFjm4UOrLLymooq4,0.526,0.36,6,-11.359,1,0.034,0.513,0,0.114,0.452,144.121,227912,4,b'Asia',b'China',b'Male',b'Male',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Slow Tempo',b'Very Slow',b'30s'
一个人静静的听,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer,久石让,Joe Hisaishi,,,,4thSp9cwFee6DjCmoXu6zY,0.351,0.196,9,-16.699,1,0.0368,0.941,0.937,0.14,0.148,83.022,386027,4,,,,,,,,,,,,,
验伤,卫兰,Janice Vidal,验伤,卫兰,怀旧/感动,584dXuCRxf0IUXRDnn1Q8u,0.603,0.539,6,-5.413,1,0.037,0.366,0,0.104,0.396,127.959,227715,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium Slow',b'60s'
孤单心事,刘蕴晴,Rachel,孤单心事,蓝又时,孤独,,,,,,,,,,,,,,,b'Asia',b'Taiwan',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
失恋难过时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
还记得,周柏豪,Pakho Chau,还记得,周柏豪,怀旧/感动,3uxoVLnx0K7diWhZyZeqmS,0.563,0.528,9,-6.354,1,0.0324,0.249,0,0.173,0.405,129.857,250116,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium',b'60s'
Kong,侧田,,Kong,侧田,怀旧,5hQwJOWx41wiWH305GT7pf,0.603,0.338,1,-13.619,1,0.0297,0.563,0,0.104,0.341,133.975,244019,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium',b'60s'
我本人,吴雨霏,,我本人,吴雨霏,感动,55z4ZnZNJEJBn9hPrekE4f,0.458,0.496,1,-7.423,1,0.03,0.732,1.78e-06,0.118,0.469,133.803,257013,4,b'Asia',b'China',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
二十世纪少年,吴雨霏,Ping Pung,二十世纪少年,吴雨霏,浪漫,2c0K8HjwVT5hFpsq2zO5xb,0.503,0.586,0,-6.718,1,0.0559,0.572,0,0.847,0.577,173.919,242000,4,b'Asia',b'China',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
Superman,江海迦,AGA,Superman,Taylor Swift,快乐,5D8Nin6waWHFxi4gyP5nda,0.666,0.554,8,-7.2,1,0.0331,0.594,0,0.164,0.434,81.998,245000,4,b'North America',b'United States',b'Mixed',b'Mixed Duo',b'2000s',b'Urban',b'Western Hip-Hop/Rap',b'General Hip-Hop/Rap',b'Defiant',b'Attitude / Defiant',b'Medium Tempo',b'Medium',b'60s'
你死我活,雷深如,J.Arie,你死我活,J.Arie,伤感/怀旧,32fjJZkwozAo7mI7NErFfj,0.559,0.588,8,-7.872,1,0.0419,0.469,0,0.135,0.421,135.758,226765,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
幸福之歌,,Supper Moment,幸福之歌,Supper Moment,放松,25atREPmk8jKg0WlI28bsV,0.566,0.622,0,-6.685,1,0.0293,0.292,0,0.105,0.397,145.025,329561,4,b'Asia',b'China',b'Male',b'Male Group',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
黛玉笑了,泳儿,Vincy,,,,6ti1w3C25MQWgu59DpCLyO,0.646,0.459,11,-8.637,1,0.0312,0.303,0,0.0884,0.301,101.982,239002,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
天梯,,C AllStar,天梯,李克勤,怀旧/感动/治愈,687Te78rlUFy7kOBxOChVp,0.488,0.285,2,-10.297,1,0.0523,0.657,0,0.785,0.266,111.848,300733,4,b'Asia',b'China',b'Male',b'Male Group',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
残酷游戏,卫兰,,残酷游戏,卫兰,怀旧,6EyknBVFKr4kpsyIkB5gPm,0.763,0.393,6,-8.786,1,0.0322,0.736,0,0.0828,0.529,110.038,251013,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'50s'
问好,江海迦,AGA,问好,AGA,怀旧,5ePszmccHvTcz6HizzALsM,0.594,0.478,8,-8.528,1,0.0392,0.519,0,0.18,0.367,127.884,245000,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',,,,,
忘川,陈僖仪,Sita Chan,忘川,陈僖仪,伤感,6RQAHhCH0SE1kiIsS4bAsS,0.622,0.523,4,-4.862,1,0.0313,0.165,0,0.104,0.0917,142.095,213000,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
好人,侧田,,好人,侧田,伤感/怀旧/治愈,1BIcQCqmXcQknsNyeiaSDz,0.64,0.503,2,-8.758,1,0.0358,0.523,0,0.101,0.359,122.847,225001,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'50s'
思觉失调,刘浩龙,,思觉失调,刘浩龙,伤感/怀旧/感动,1OKkQvxMA4IRfjAQQr4aCo,0.608,0.44,8,-6.038,1,0.0268,0.654,0,0.157,0.396,136.199,208147,4,b'Asia',b'China',b'Male',b'Male',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium',b'60s'
钟无艳,谢安琪,Kay Tse,钟无艳,谢安琪,伤感/孤独/怀旧,,,,,,,,,,,,,,,b'Asia',b'China',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
时光机,小肥,,时光机,小肥,伤感/感动,53lFtfrl5Of2Hkr5eiNscQ,0.588,0.465,1,-7.488,1,0.0293,0.345,0,0.0763,0.392,126.898,208004,4,b'Asia',b'China',b'Male',b'Male',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
一,江海迦,AGA,一,AGA,伤感/孤独/怀旧,3jxCfJAIV1NDAKIR7lrzr7,0.543,0.714,10,-4.794,1,0.0383,0.39,0,0.108,0.401,135.989,270000,4,,,,,,,,,,,,,
情永落,侧田,,情永落,侧田,伤感/怀旧/感动,18MRaIUpOJDgsDQBl3nLgN,0.667,0.393,10,-13.841,1,0.0865,0.636,0,0.21,0.384,133.899,315815,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
安徒生的错,林奕匡,Phil Lam,安徒生的错,林奕匡,怀旧/放松,0Q6iyPxVFKypsvcqHt6x0u,0.618,0.534,1,-9.7,1,0.031,0.543,0,0.11,0.56,132.052,242313,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
那谁,苏永康,William So,那谁,苏永康,伤感/怀旧/感动,,,,,,,,,,,,,,,b'Asia',b'China',b'Male',b'Male',b'1990s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium Slow',b'50s'
座右铭,吴雨霏,,座右铭,吴雨霏,怀旧/感动,0wrcgFagQjRcXmuGRm8p0C,0.563,0.638,5,-4.917,0,0.0354,0.439,0,0.126,0.292,135.95,236008,4,b'Asia',b'China',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Yearning',b'Sensitive / Exploring',b'Medium Tempo',b'Medium',b'60s'
无心恋唱,泳儿,Vincy,无心恋唱,泳儿,伤感/治愈,1e9SITm21kJXe3h9U3mhOu,0.655,0.455,6,-8.191,1,0.0398,0.891,0,0.107,0.272,125.914,214304,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
苦瓜,陈奕迅,Eason Chan,苦瓜,陈奕迅,怀旧/感动,7B0XBGDlljH85TY54cM29A,0.379,0.427,2,-9.284,1,0.048,0.646,0,0.109,0.459,185.952,278160,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
爱是最大权利,吴雨霏,Ping Pung,爱是最大权利,吴雨霏,治愈,2y25co6z2xOqtx75jayl63,0.471,0.724,7,-4.29,1,0.0379,0.0848,0,0.207,0.334,139.827,256000,4,b'Asia',b'China',b'Mixed',b'Mixed Group',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'70s'
感应,泳儿,Vincy,感应,张惠妹,怀旧,1wgfx5UCc5Qj4Ryrxmgqaf,0.68,0.527,3,-6.606,1,0.0248,0.454,4.02e-06,0.182,0.139,103.994,257525,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
花无雪,泳儿,Vincy,,,,6iRNSekT38UKsaBcsPct9R,0.469,0.229,11,-9.769,1,0.041,0.891,0,0.116,0.498,139.664,219715,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Very Slow',b'30s'
你是你本身的传奇,方皓玟,,,,,,,,,,,,,,,,,,,b'Asia',b'China',b'Female',b'Female',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'60s'
我的回忆不是我的,泳儿/海明威,,我的回忆不是我的,海鸣威,怀旧,33pbnZrExY2NtPwnGMRBNq,0.673,0.429,1,-6.329,1,0.029,0.512,0,0.109,0.337,128.063,236360,4,b'Asia',b'China',b'Mixed',b'Mixed Duo',b'2000s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'60s'
无尽,,Supper Moment,无尽,Supper Moment,伤感/怀旧,6TNz79kvUVVQSM2EhZQVq8,0.399,0.745,6,-6.595,1,0.0472,0.172,0,0.288,0.526,156.492,266327,4,b'Asia',b'China',b'Male',b'Male Group',b'2010s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'70s'
跟你出去玩,黃玠,,,,,6di4lDxW9XThds6gIHVRtL,0.814,0.355,7,-12.39,1,0.0358,0.835,0.000826,0.0865,0.786,128.017,264451,4,b'Asia',b'Taiwan',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Tender',b'Light Groovy',b'Medium Tempo',b'Medium Slow',b'60s'
Just The Way You are,,Bruno Mars,,,,7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,b'North America',b'United States',b'Male',b'Male',b'2010s',b'Pop',b'Western Pop',b'Urban Crossover: Pop',b'Cool',b'Cool Confidence',b'Medium Tempo',b'Medium Fast',b'100s'
My Love,,West Life,My Love,Westlife,怀旧/浪漫,19LoYrMj3ZlqQUrxa1ADQh,0.487,0.639,0,-4.873,1,0.027,0.0916,0,0.293,0.322,72.082,230800,4,,,,,,,,,,,,,
You Raise Me Up,,West Life,,,,5XQavlXrNHBBvlN4IJqhqW,0.129,0.358,10,-6.596,1,0.0314,0.631,0,0.0886,0.172,75.048,241067,5,,,,,,,,,,,,,
告白气球,周杰伦,,告白气球,周杰伦,伤感/清新,1ivCIgrYZyE0BvItL4Z8lk,0.59,0.572,11,-7.658,1,0.0379,0.192,0,0.109,0.448,179.989,215147,4,b'Asia',b'Taiwan',b'Male',b'Male',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium Fast',b'90s'
等你下课,周杰伦,,等你下课 (with 杨瑞代),周杰伦,伤感/孤独/怀旧,76WthWB0v0KXUHZoAclMVV,0.589,0.465,8,-8.416,1,0.0325,0.477,0,0.101,0.416,147.921,270000,4,b'Asia',b'Taiwan',b'Male',b'Male Duo',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Strong / Stable',b'Medium Tempo',b'Medium',b'70s'
无间道,刘德华/梁朝伟,,,,,,,,,,,,,,,,,,,b'Asia',b'China',b'Male',b'Male',b'1990s',b'Pop',b'Chinese Pop',b'Canto-Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
Nothing In The Wolrd,,Atomic Kitten,,,,21ObDKwG0WXSzakc82X9jx,0.655,0.777,1,-4.761,1,0.0307,0.0783,0.00055,0.0332,0.786,144.009,238933,4,b'Western Europe',b'United Kingdom',b'Female',b'Female Group',b'2000s',b'Pop',b'Western Pop',b'Teen Girl Group',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'70s'
那又如何,应嘉俐,,那又如何,应嘉俐,伤感,,,,,,,,,,,,,,,b'Asia',b'Taiwan',b'Female',b'Female',b'1990s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium',b'70s'
走不出的回忆,任然,,走不出的回忆,任然,伤感/治愈,74gm2F6l4EaYXtLXwkYdf5,0.502,0.368,11,-10.614,1,0.0331,0.751,0.00167,0.269,0.281,180.043,224932,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
烟火里的尘埃,华晨宇,,烟火里的尘埃,华晨宇,伤感/感动,0LtqFjOV4QNRYubaupKsPW,0.527,0.615,2,-6.326,0,0.0262,0.307,1.17e-05,0.108,0.182,95.009,321720,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
差一步,大壮,,差一步,大壮,浪漫,,,,,,,,,,,,,,,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'60s'
佛系少女,冯提莫,,佛系少女,冯提莫,怀旧/放松/清新,,,,,,,,,,,,,,,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Cool',b'Casual Groove',b'Medium Tempo',b'Medium Slow',b'60s'
无问,毛不易,,无问,毛不易,伤感,023TpIWEEJCDvIovviFkbS,0.347,0.24,11,-11.957,1,0.0337,0.816,5.2e-05,0.141,0.322,92.911,258976,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sentimental',b'Tender / Sincere',b'Slow Tempo',b'Slow',b'40s'
The Monster,,Eminem/Rihanna,The Monster,Eminem/Rihanna,感动,48RrDBpOSSl1aLVCalGl5C,0.786,0.857,9,-3.765,1,0.0734,0.0514,0,0.112,0.581,110.038,250189,4,b'North America',b'United States',b'Mixed',b'Mixed Duo',b'2010s',b'Urban',b'Western Hip-Hop/Rap',b'Midwestern Rap',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
What I've Done,,Linkin Park,,,,18lR4BzEs7e3qzc0KVkTpU,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613,4,b'North America',b'United States',b'Male',b'Male Group',b'2000s',b'Rock',b'Metal',b'Rap Metal',b'Defiant',b'Heavy Brooding',b'Medium Tempo',b'Medium Fast',b'120s'
Somewhere I Belong,,Linkin Park,,,,1d5UuboIPRMD4HaU3yycKC,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933,4,b'North America',b'United States',b'Male',b'Male Group',b'2000s',b'Rock',b'Metal',b'Rap Metal',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium',b'80s'
Treat You Better,,Shawn Mendes,Treat You Better,Shawn Mendes,清新,3QGsuHI8jO1Rx4JWLUh9jd,0.672,0.81,10,-4.104,0,0.226,0.118,0,0.106,0.771,82.888,187973,4,b'North America',b'Canada',b'Male',b'Male',b'2010s',b'Pop',b'Western Pop',b'Teen Pop',b'Rowdy',b'Driving Dark Groove',b'Medium Tempo',b'Medium',b'80s'
Roses,,The Chainsmokers,Roses (Zaxx Remix),The Chainsmokers,兴奋/治愈,3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,b'North America',b'United States',b'Mixed',b'Mixed Group',b'2010s',b'Electronica',b'House',b'General House',b'Sensual',b'Intimate',b'Medium Tempo',b'Medium',b'60s'
Starboy,,The Weeknd,,,,7MXVkk9YMctZqd1Srtv4MB,0.675,0.595,7,-7.033,1,0.284,0.168,3.36e-06,0.136,0.491,185.998,230453,4,b'North America',b'Canada',b'Male',b'Male Group',b'2010s',b'Urban',b'Contemporary R&B/Soul',b'Neo-Soul',b'Brooding',b'Dreamy Brooding',b'Medium Tempo',b'Medium Slow',b'60s'
阴天,莫文蔚,,阴天,莫文蔚,伤感,3aYrODYvFONIvLXMc9VwDv,0.718,0.52,10,-9.431,1,0.0375,0.554,9.36e-06,0.174,0.262,133.972,242817,4,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sensual',b'Soft Soulful',b'Medium Tempo',b'Medium',b'60s'
南方姑娘,赵雷,,南方姑娘,赵雷,伤感/治愈,3eA7In4Mwm8M8v7avVptFH,0.669,0.442,5,-9.349,1,0.0302,0.839,0.00108,0.106,0.248,116.008,334613,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
一半,薛之谦,,一半,薛之谦,伤感,6vXrbkmGGi2Eozrv5LrOtt,0.628,0.465,1,-7.105,0,0.0374,0.392,0,0.0997,0.159,119.989,286000,4,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'60s'
I Heart U,,Kretsen,I Heart U,Kretsen/Violet Days,放松,43A4rmHek6Gc4QQygbOYhH,0.751,0.581,9,-7.03,1,0.037,0.048,0.000846,0.889,0.285,94.028,196711,4,b'Scandinavia',b'Sweden',b'Male',b'Male Duo',b'2010s',b'Electronica',b'House',b'Deep House',b'Sensual',b'Intimate',b'Slow Tempo',b'Slow',b'40s'
There's Nothing Holdin'n Me Back,,Shawn Mendes,,,,7JJmb5XwzOO8jgpou264Ml,0.858,0.799,2,-4.034,1,0.0589,0.357,0,0.091,0.966,121.991,199440,4,b'North America',b'Canada',b'Male',b'Male',b'2010s',b'Pop',b'Western Pop',b'Teen Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Medium Tempo',b'Medium Fast',b'120s'
I Just Can't,,R3hab,,,,4Ux0Y0eQYv4HJPvuxioosx,0.652,0.595,6,-6.944,0,0.0419,0.162,0,0.148,0.303,77.538,156000,4,b'Western Europe',b'Netherlands',b'Mixed',b'Mixed Duo',b'2010s',b'Electronica',b'House',b'General House',b'Sensual',b'Intimate',b'Slow Tempo',b'Very Slow',b'30s'
三国恋,,Tank,三国恋,Tank,怀旧,,,,,,,,,,,,,,,b'Asia',b'Taiwan',b'Male',b'Male',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'70s'
笔记,周笔畅,,笔记,周笔畅,伤感/怀旧,,,,,,,,,,,,,,,b'Asia',b'China',b'Female',b'Female',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
郭源潮,宋冬野,,郭源潮,宋冬野,孤独/清新,0jf0Q9sTySZ7QmZhTKOOjb,0.516,0.668,0,-7.864,1,0.0389,0.13,0.00634,0.112,0.341,163.96,445963,4,b'Asia',b'China',b'Male',b'Male',b'2010s',,,,,,,,
你就是我最想要的丫头,赵照,,你就是我最想要的丫头,赵照,治愈,,,,,,,,,,,,,,,b'Asia',b'China',b'Male',b'Male',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
It's Not Good-Bye,,Laura Pausini,It's Not Good-Bye,Laura Pausini,感动,4bHFg7c0wOhcvK79zvDunP,0.64,0.536,6,-7.327,0,0.0244,0.2,0,0.282,0.246,109.995,277943,4,b'Mediterranean Europe',b'Italy',b'Female',b'Female',b'1990s',b'Pop',b'European Pop',b'Mediterranean Pop',b'Sophisticated',b'Smoky / Romantic',b'Medium Tempo',b'Medium Slow',b'50s'
You & Me,,Sophia,You & Me,Sophia,兴奋/放松,3Cfc9J0TlVCmlDjNhu2RFD,0.649,0.868,1,-2.911,0,0.0332,0.283,2.31e-05,0.07,0.678,125.057,195553,4,,,,,,,,,,,,,
明天你好,,牛奶咖啡,明天你好,牛奶咖啡,伤感/怀旧/感动,,,,,,,,,,,,,,,b'Asia',b'China',b'Mixed',b'Mixed Duo',b'2010s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Slow',b'40s'
